Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Queen (57),offbrood,Nursing,,STATE,0.276,128.174,127.898,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 1 (23),broodmanipulate,Nursing,,STATE,0.276,228.665,228.389,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 3 (36),offbrood,Nursing,,STATE,0.276,299.440,299.164,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Queen (57),offbrood,Nursing,,STATE,0.555,45.177,44.622,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 4 (18),broodmanipulate,Nursing,,STATE,0.555,45.002,44.447,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 5 (60),broodmanipulate,Nursing,,STATE,0.555,8.824,8.269,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 6 (72),broodmanipulate,Nursing,,STATE,0.555,186.696,186.141,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 3 (36),broodmanipulate,Nursing,,STATE,1.662,49.450,47.788,,
nest	QF07	20180814	5,2018-08-14 05:00:33,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180814_050218.avi,1185.120,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,1.854,1.854,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 5 (60),offbrood,Nursing,,STATE,8.825,299.950,291.125,,
nest	QF07	20180814	5,2018-08-14 05:00:33,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180814_050218.avi,1185.120,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,14.406,14.406,NA,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Unknown,nectarforaging,Foraging,,STATE,18.104,59.970,41.866,,
nest	QF07	20180814	6,2018-08-14 06:00:42,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_060225.avi,1401.160,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,22.053,22.053,NA,,
nest	QF07	20180814	5,2018-08-14 05:00:33,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180814_050218.avi,1185.120,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,30.131,30.131,NA,,
nest	QF07	20180819	20,2018-08-19 20:00:19,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_201351.avi,2018.160,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,41.514,41.514,NA,,
nest	QF07	20180814	5,2018-08-14 05:00:33,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180814_050218.avi,1185.120,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,42.578,42.578,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 4 (18),incubate,Foraging,,STATE,45.003,77.328,32.325,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Queen (57),incubate,Foraging,,STATE,45.178,78.404,33.226,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 1 (23),feedsbrood,Nursing,,POINT,46.003,46.003,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 1 (23),waxmanipulate,Nursing,,STATE,49.451,55.729,6.278,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 3 (36),waxmanipulate,Nursing,,STATE,49.451,73.229,23.778,,
nest	QF07	20180819	20,2018-08-19 20:00:19,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_201351.avi,2018.160,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,54.588,54.588,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,67.904,67.904,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 3 (36),offbrood,Nursing,,STATE,73.852,121.855,48.003,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,74.717,86.055,11.338,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 4 (18),broodmanipulate,Nursing,,STATE,77.329,87.580,10.251,,
for	QF07	20180821	10,2018-08-21 10:00:23,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_forQF07_1_20180821_104736.avi,3581.560,25.0,Worker 3 (36),nectarforaging,Foraging,,STATE,78.220,232.742,154.522,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Queen (57),broodmanipulate,Nursing,,STATE,78.405,151.104,72.699,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 4 (18),offbrood,Nursing,,STATE,87.581,299.950,212.369,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Unknown,nectarforaging,Foraging,,STATE,95.284,109.308,14.024,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,96.306,106.734,10.428,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,105.770,105.770,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Queen (57),broodmanipulate,Nursing,,STATE,128.175,184.515,56.340,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,131.706,169.034,37.328,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,135.746,135.746,NA,,
nest	QF07	20180814	6,2018-08-14 06:00:42,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_060225.avi,1401.160,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,137.169,137.169,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Queen (57),incubate,Foraging,,STATE,151.105,186.697,35.592,,
nest	QF07	20180819	20,2018-08-19 20:00:19,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_201351.avi,2018.160,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,152.776,152.776,NA,,
for	QF07	20180819	1,2018-08-19 01:00:14,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_forQF07_1_20180819_011133.avi,2277.160,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,163.747,358.716,194.969,,
nest	QF07	20180819	20,2018-08-19 20:00:19,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_201351.avi,2018.160,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,170.930,170.930,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Queen (57),broodmanipulate,Nursing,,STATE,181.665,187.419,5.754,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Queen (57),waxmanipulate,Nursing,,STATE,184.516,193.191,8.675,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,185.053,196.050,10.997,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Queen (57),incubate,Foraging,,STATE,187.420,299.950,112.530,,
nest	QF07	20180819	20,2018-08-19 20:00:19,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_201351.avi,2018.160,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,188.231,188.231,NA,,
nest	QF07	20180814	6,2018-08-14 06:00:42,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_060225.avi,1401.160,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,190.220,190.220,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Queen (57),incubate,Foraging,,STATE,193.192,299.440,106.248,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 4 (18),offbrood,Nursing,,STATE,196.267,298.249,101.982,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,202.393,202.393,NA,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,214.426,241.680,27.254,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Unknown,nectarforaging,Foraging,,STATE,214.426,243.750,29.324,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 1 (23),waxmanipulate,Nursing,,STATE,228.665,260.701,32.036,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 6 (72),offbrood,Nursing,,STATE,228.665,272.026,43.361,,
nest	QF07	20180814	19,2018-08-14 19:00:24,G:/My Drive/AllRounds/QF/QF07/05_nestQF07_1_20180814_193328.avi,3531.080,25.0,Worker 1 (23),feedsbrood,Nursing,,POINT,230.163,230.163,NA,,
nest	QF07	20180819	20,2018-08-19 20:00:19,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_201351.avi,2018.160,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,236.443,236.443,NA,,
nest	QF07	20180820	2,2018-08-20 02:00:43,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180820_021432.avi,1889.600,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,239.655,239.655,NA,,
for	QF07	20180819	20,2018-08-20 20:00:40,/Volumes/GoogleDrive/My Drive/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_forQF07_1_20180819_201559.avi,2034.080,25.0,No focal subject,nectarforaging,Foraging,,STATE,240.525,303.199,62.674,,
nest	QF07	20180819	1,2018-08-19 01:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_011112.avi,2264.200,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,243.430,243.430,NA,,
nest	QF07	20180819	20,2018-08-19 20:00:19,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_201351.avi,2018.160,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,249.066,249.066,NA,,
nest	QF07	20180814	5,2018-08-14 05:00:33,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180814_050218.avi,1185.120,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,267.176,267.176,NA,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,267.972,323.776,55.804,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 6 (72),broodmanipulate,Nursing,,STATE,272.027,289.929,17.902,,
nest	QF07	20180819	18,2018-08-19 18:00:14,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180819_181336.avi,2063.400,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,278.976,278.976,NA,,
nest	QF07	20180819	1,2018-08-19 01:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180819_011112.avi,2264.200,25.0,Worker 5 (60),feedsbrood,Nursing,,POINT,287.530,287.530,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 6 (72),offbrood,Nursing,,STATE,289.930,299.440,9.510,,
nest	QF07	20180820	2,2018-08-20 02:00:43,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_nestQF07_1_20180820_021432.avi,1889.600,25.0,Worker 6 (72),feedsbrood,Nursing,,POINT,290.500,290.500,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 4 (18),waxmanipulate,Nursing,,STATE,298.250,299.440,1.190,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Queen (57),end,,,POINT,299.441,299.441,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 1 (23),end,,,POINT,299.441,299.441,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 3 (36),end,,,POINT,299.441,299.441,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 4 (18),end,,,POINT,299.441,299.441,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 5 (60),end,,,POINT,299.441,299.441,NA,,
nest	QF07	20180814	3,2018-08-14 03:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180814_030141.avi,1023.120,25.0,Worker 6 (72),end,,,POINT,299.441,299.441,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Queen (57),end,,,POINT,299.951,299.951,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 1 (23),end,,,POINT,299.951,299.951,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 3 (36),end,,,POINT,299.951,299.951,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 4 (18),end,,,POINT,299.951,299.951,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 5 (60),end,,,POINT,299.951,299.951,NA,,
nest	QF07	20180813	8,2018-08-13 08:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QF/QF07/05_nestQF07_1_20180813_083042.avi,1661.560,25.0,Worker 6 (72),end,,,POINT,299.951,299.951,NA,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,334.527,339.252,4.725,,
for	QF07	20180821	10,2018-08-21 10:00:23,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_forQF07_1_20180821_104736.avi,3581.560,25.0,Worker 3 (36),nectarforaging,Foraging,,STATE,350.120,425.791,75.671,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,358.000,381.051,23.051,,
for	QF07	20180813	8,2018-08-13 08:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF07/05_forQF07_1_20180813_083408.avi,1730.280,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,421.327,481.369,60.042,,
for	QF07	20180821	10,2018-08-21 10:00:23,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF07/05_forQF07_1_20180821_104736.avi,3581.560,25.0,Worker 3 (36),pollenforaging,Foraging,,STATE,455.143,466.218,11.075,,
