,,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 1 (8),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 2 (14),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 3 (37),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Worker 5 (78),Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker
,,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging
,Total length (s),Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time
for	QF15	20181108	12,766.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.878,1,765.878,0,1.000,0,0,0,0,0,0,0,0,0,0,764.879,1,764.879,0,0.998,0,0,0,0,0,0,0,0,0,0,36.522,2,18.261,13.763,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181110	15,55.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181110	19,69.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181110	23,55.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181110	8,51.080,0,0,0,0,0,25.126,1,25.126,0,0.492,17.180,1,17.180,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.802,1,50.802,0,0.995,0,0,0,0,0
for	QF15	20181114	11,55.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181114	17,55.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181114	18,58.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181115	1,59.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181115	3,54.520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.825,1,5.825,0,0.107,0,0,0,0,0
for	QF15	20181115	9,65.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF15	20181116	16,62.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.351,1,24.351,0,0.387,37.040,1,37.040,0,0.589
for	QF15	20181116	18,61.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181108	12,811.440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181109	15,75.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181109	2,1175.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181110	14,62.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181110	15,56.560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181110	22,53.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181110	8,56.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181114	23,60.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181115	1,57.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181115	3,55.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181115	9,65.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181116	18,61.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF15	20181116	20,59.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
